Samples	Signature A	Signature B	Signature C	Signature D	Signature E	Signature F	Signature G	Signature H	Signature I
Sample1424	2.33E+01	7.48E+00	8.06E+00	1.04E+01	2.50E+01	5.04E+00	9.09E+00	1.19E+01	1.52E+01
Sample1425	2.15E+01	1.20E+01	1.54E+01	7.55E+00	2.20E+01	8.86E+00	6.17E+00	1.96E+01	2.29E+01
Sample1426	2.06E+01	1.04E+01	1.79E+01	9.01E+00	2.62E+01	2.42E+01	7.78E+00	3.02E+01	1.28E+01
Sample1427	2.91E+01	7.75E+00	1.61E+01	1.01E+01	2.42E+01	6.93E+00	9.66E+00	1.10E+01	1.66E+01
Sample1428	1.49E+01	1.91E+01	1.75E+01	7.84E+00	1.98E+01	1.29E+01	1.42E+01	2.63E+01	1.78E+01
Sample1429	3.66E+01	5.39E+00	1.14E+01	9.61E+00	2.72E+01	6.94E+00	1.10E+01	1.74E+01	1.11E+01
Sample1430	2.16E+01	7.98E+00	2.07E+01	8.77E+00	3.21E+01	2.50E+01	6.42E+00	3.46E+01	1.61E+01
Sample1431	2.81E+01	4.15E+00	1.53E+01	1.15E+01	3.27E+01	5.65E+00	1.11E+01	1.31E+01	1.06E+01
Sample1432	3.05E+01	5.05E+00	1.66E+01	1.31E+01	2.35E+01	7.31E+00	1.09E+01	1.52E+01	1.42E+01
Sample1433	1.67E+01	1.74E+01	4.55E+01	2.03E+01	2.31E+01	4.04E+00	6.88E+00	1.99E+01	3.19E+01
Sample1434	1.99E+01	1.62E+01	1.43E+01	1.15E+01	1.70E+01	3.40E+01	3.63E+00	2.32E+01	1.85E+01
Sample1435	3.09E+01	1.08E+01	1.85E+01	1.01E+01	2.08E+01	8.91E+00	8.31E+00	1.65E+01	1.36E+01
Sample1436	2.43E+01	9.43E+00	1.12E+01	4.03E+00	1.68E+01	4.95E+00	7.17E+00	1.48E+01	1.48E+01
Sample1437	3.28E+01	1.36E+01	2.10E+01	9.01E+00	4.12E+01	7.89E+00	1.25E+01	2.61E+01	2.29E+01
Sample1438	3.04E+01	1.63E+01	1.03E+01	1.12E+01	2.46E+01	6.56E+00	6.19E+00	1.38E+01	1.65E+01
Sample1439	2.35E+01	1.57E+01	4.23E+01	1.12E+01	2.55E+01	4.78E+00	3.87E+00	1.78E+01	3.41E+01
Sample1440	1.81E+01	1.03E+01	1.62E+01	1.01E+01	2.04E+01	1.14E+01	7.25E+00	1.48E+01	1.48E+01
Sample1441	2.58E+01	8.16E+00	2.14E+01	1.07E+01	2.63E+01	2.44E+01	9.34E+00	2.43E+01	1.75E+01
Sample1442	2.25E+01	8.32E+00	1.92E+01	6.80E+00	2.70E+01	1.10E+01	6.13E+00	1.27E+01	2.03E+01
Sample1443	3.29E+01	1.01E+01	1.71E+01	1.03E+01	2.74E+01	6.85E+00	8.80E+00	1.52E+01	2.04E+01
Sample1444	1.79E+01	2.27E+01	2.32E+01	1.10E+01	2.37E+01	1.80E+01	6.24E+00	1.90E+01	1.86E+01
Sample1445	2.21E+01	8.01E+00	1.70E+01	1.47E+01	2.23E+01	2.31E+01	8.12E+00	2.27E+01	1.04E+01
Sample1446	2.28E+01	8.25E+00	1.98E+01	1.00E+01	2.55E+01	1.18E+01	1.14E+01	1.66E+01	1.76E+01
Sample1447	1.72E+01	1.47E+01	1.97E+01	8.90E+00	2.17E+01	1.80E+01	1.13E+01	2.25E+01	3.10E+01
Sample1448	2.93E+01	4.73E+00	1.76E+01	6.11E+00	2.87E+01	1.32E+01	8.55E+00	1.88E+01	1.42E+01
Sample1449	2.94E+01	1.52E+01	1.70E+01	1.12E+01	2.60E+01	1.02E+01	7.18E+00	1.93E+01	1.38E+01
Sample1450	1.51E+01	1.21E+01	1.87E+01	6.05E+00	1.64E+01	8.79E+00	1.10E+01	1.49E+01	1.73E+01
Sample1451	1.69E+01	6.07E+00	1.92E+01	1.84E+01	1.51E+01	1.22E+01	3.24E+00	1.20E+01	9.39E+00
Sample1452	2.35E+01	7.40E+00	1.95E+01	9.10E+00	1.86E+01	5.95E+00	9.11E+00	1.32E+01	1.67E+01
Sample1453	2.35E+01	4.60E+00	2.40E+01	6.05E+00	3.09E+01	7.06E+00	1.08E+01	1.48E+01	1.54E+01
Sample1454	2.61E+01	5.66E+00	1.48E+01	1.52E+01	3.75E+01	1.61E+01	1.04E+01	1.52E+01	2.22E+01
Sample1455	2.31E+01	1.50E+01	1.65E+01	8.27E+00	2.14E+01	1.61E+01	9.26E+00	1.88E+01	1.55E+01
Sample1456	2.14E+01	1.29E+01	1.46E+01	9.82E+00	1.70E+01	1.31E+01	1.40E+01	1.68E+01	1.68E+01
Sample1457	2.34E+01	5.51E+00	1.47E+01	7.84E+00	1.12E+01	8.39E+00	7.21E+00	8.04E+00	1.87E+01
Sample1458	2.25E+01	2.55E+01	2.87E+01	1.23E+01	1.12E+01	1.30E+01	9.24E+00	2.20E+01	1.31E+01
Sample1459	2.98E+01	1.17E+01	2.25E+01	8.44E+00	2.28E+01	8.87E+00	1.09E+01	1.57E+01	1.82E+01
Sample1460	2.04E+01	1.48E+01	2.46E+01	5.73E+00	2.35E+01	2.28E+01	6.78E+00	2.85E+01	2.00E+01
Sample1461	4.82E+01	8.93E+00	2.02E+01	1.20E+01	3.43E+01	5.54E+00	5.94E+00	1.61E+01	2.05E+01
Sample1462	1.90E+01	2.75E+01	3.95E+01	1.05E+01	1.35E+01	9.97E+00	1.00E+01	2.14E+01	1.66E+01
Sample1463	1.77E+01	1.69E+01	5.78E+01	2.79E+01	3.02E+01	1.21E+01	2.00E+01	2.95E+01	3.78E+01
Sample1464	3.75E+01	6.52E+00	1.75E+01	1.48E+01	2.95E+01	1.01E+01	1.06E+01	1.48E+01	2.21E+01
Sample1465	2.60E+01	6.66E+00	1.77E+01	5.16E+00	1.56E+01	9.25E+00	7.37E+00	1.90E+01	1.76E+01
Sample1466	1.91E+01	9.80E+00	2.30E+01	1.04E+01	1.92E+01	7.62E+00	6.57E+00	1.41E+01	1.85E+01
Sample1467	2.64E+01	1.36E+01	2.41E+01	1.25E+01	1.84E+01	9.57E+00	6.29E+00	1.68E+01	1.36E+01
Sample1468	2.23E+01	1.24E+01	2.66E+01	8.74E+00	1.88E+01	9.58E+00	6.62E+00	2.55E+01	1.22E+01
Sample1469	2.43E+01	1.26E+01	1.98E+01	1.31E+01	2.32E+01	1.51E+01	6.39E+00	2.23E+01	2.03E+01
Sample1470	1.59E+01	1.46E+01	1.98E+01	1.05E+01	2.36E+01	9.44E+00	6.56E+00	1.97E+01	1.98E+01
Sample1471	2.37E+01	6.89E+00	2.45E+01	1.16E+01	3.31E+01	1.26E+01	1.78E+01	2.89E+01	2.18E+01
Sample1472	2.51E+01	7.52E+00	2.99E+01	8.33E+00	1.23E+01	2.27E+01	1.02E+01	2.91E+01	2.44E+01
Sample1473	2.68E+01	1.40E+01	2.86E+01	1.58E+01	1.95E+01	9.33E+00	1.35E+01	1.92E+01	1.35E+01
Sample1474	1.33E+01	1.93E+01	3.93E+01	2.18E+01	1.74E+01	1.97E+01	1.21E+01	2.66E+01	2.21E+01
Sample1475	2.93E+01	6.35E+00	1.04E+01	1.05E+01	3.03E+01	1.12E+01	3.82E+00	1.59E+01	1.33E+01
Sample1476	1.62E+01	1.67E+01	1.92E+01	9.45E+00	1.78E+01	2.17E+01	9.58E+00	3.10E+01	1.42E+01
Sample1477	2.49E+01	3.21E+00	1.29E+01	1.50E+01	2.13E+01	5.23E+00	1.21E+01	1.79E+01	1.25E+01
Sample1478	2.90E+01	6.02E+00	2.16E+01	9.48E+00	2.99E+01	1.71E+01	7.54E+00	2.01E+01	1.83E+01
Sample1479	1.54E+01	5.32E+00	1.69E+01	1.27E+01	2.21E+01	1.09E+01	5.90E+00	1.98E+01	2.43E+01
Sample1480	2.40E+01	6.94E+00	1.51E+01	1.01E+01	1.84E+01	6.01E+00	4.97E+00	9.31E+00	1.72E+01
Sample1481	1.62E+01	5.26E+00	2.63E+01	2.72E+01	2.90E+01	3.01E+01	1.28E+01	1.58E+01	1.33E+01
Sample1482	1.93E+01	7.82E+00	1.00E+01	1.11E+01	2.58E+01	6.68E+00	7.10E+00	2.08E+01	1.96E+01
Sample1483	3.13E+01	7.17E+00	1.50E+01	8.75E+00	2.93E+01	4.89E+00	9.99E+00	1.66E+01	8.21E+00
Sample1484	2.67E+01	8.42E+00	1.52E+01	7.96E+00	2.75E+01	1.09E+01	9.76E+00	1.53E+01	3.40E+01
Sample1485	3.64E+01	8.38E+00	1.99E+01	6.40E+00	3.51E+01	6.67E+00	1.61E+01	1.81E+01	1.81E+01
Sample1486	1.96E+01	9.76E+00	1.46E+01	1.03E+01	2.09E+01	4.42E+00	8.22E+00	1.48E+01	7.39E+00
Sample1487	2.05E+01	1.10E+01	1.66E+01	1.28E+01	3.60E+01	8.80E+00	5.95E+00	1.28E+01	2.18E+01
Sample1488	2.67E+01	1.04E+01	1.62E+01	1.20E+01	2.98E+01	8.90E+00	9.65E+00	1.55E+01	2.61E+01
Sample1489	1.83E+01	3.98E+00	1.22E+01	9.74E+00	2.49E+01	1.04E+01	9.66E+00	2.26E+01	1.40E+01
Sample1490	1.95E+01	7.49E+00	1.45E+01	4.70E+00	1.96E+01	7.61E+00	5.61E+00	1.95E+01	1.33E+01
Sample1491	3.18E+01	1.48E+01	2.19E+01	9.83E+00	1.19E+01	1.31E+01	9.94E+00	2.55E+01	1.82E+01
Sample1492	1.87E+01	1.93E+01	1.48E+01	5.74E+00	1.54E+01	2.15E+01	9.08E+00	1.74E+01	1.87E+01
Sample1493	3.61E+01	7.07E+00	2.85E+01	1.66E+01	1.77E+01	1.29E+01	8.30E+00	1.96E+01	2.00E+01
Sample1494	2.75E+01	1.31E+01	1.37E+01	1.13E+01	7.37E+00	1.62E+01	1.08E+01	2.10E+01	1.35E+01
Sample1495	1.83E+01	7.51E+00	1.71E+01	8.87E+00	1.74E+01	8.73E+00	6.56E+00	2.18E+01	1.58E+01
Sample1496	3.50E+01	1.79E+01	2.65E+01	1.13E+01	3.11E+01	1.36E+01	8.25E+00	1.27E+01	2.25E+01
Sample1497	1.73E+01	1.44E+01	2.04E+01	9.26E+00	4.00E+01	9.71E+00	1.05E+01	1.23E+01	1.37E+01
Sample1498	4.41E+01	8.18E+00	1.23E+01	6.73E+00	3.81E+01	8.87E+00	6.24E+00	1.15E+01	1.87E+01
Sample1499	3.68E+01	1.08E+01	2.51E+01	1.17E+01	2.98E+01	6.99E+00	4.57E+00	1.10E+01	1.62E+01
Sample1500	2.85E+01	1.04E+01	3.20E+01	9.18E+00	3.35E+01	2.13E+01	8.67E+00	2.56E+01	2.02E+01
Sample1501	2.65E+01	1.45E+01	2.29E+01	8.97E+00	2.13E+01	2.38E+01	1.19E+01	2.76E+01	1.37E+01
Sample1502	1.47E+01	5.05E+00	3.35E+01	1.86E+01	2.15E+01	2.71E+01	6.31E+00	1.66E+01	2.29E+01
Sample1503	1.96E+01	4.61E+00	2.26E+01	1.07E+01	2.36E+01	4.37E+00	5.89E+00	1.63E+01	1.71E+01
Sample1504	2.51E+01	8.37E+00	1.55E+01	1.31E+01	2.94E+01	1.68E+01	7.70E+00	1.45E+01	1.55E+01
Sample1505	2.27E+01	1.13E+01	1.61E+01	9.30E+00	2.76E+01	8.97E+00	1.07E+01	2.25E+01	1.66E+01
Sample1506	1.31E+01	7.97E+00	2.07E+01	1.35E+01	1.88E+01	2.23E+01	1.50E+01	1.42E+01	1.24E+01
Sample1507	1.50E+01	1.18E+01	2.54E+01	1.41E+01	2.07E+01	1.34E+01	1.56E+01	2.48E+01	3.18E+01
Sample1508	3.04E+01	1.88E+01	2.67E+01	1.29E+01	1.05E+01	7.66E+00	1.08E+01	2.02E+01	2.38E+01
Sample1509	2.95E+01	1.27E+01	1.38E+01	6.23E+00	3.05E+01	6.10E+00	8.24E+00	1.88E+01	7.79E+00
Sample1510	2.82E+01	5.11E+00	1.49E+01	1.09E+01	3.53E+01	1.23E+01	9.32E+00	1.04E+01	1.97E+01
Sample1511	1.62E+01	6.61E+00	1.86E+01	6.70E+00	2.46E+01	5.90E+00	1.28E+01	2.40E+01	1.74E+01
Sample1512	2.19E+01	1.35E+01	3.81E+01	1.50E+01	2.53E+01	3.87E+00	6.89E+00	2.29E+01	2.92E+01
Sample1513	3.49E+01	4.32E+00	1.89E+01	7.46E+00	2.96E+01	8.27E+00	1.06E+01	1.23E+01	1.75E+01
Sample1514	2.68E+01	7.64E+00	2.41E+01	1.12E+01	1.96E+01	1.07E+01	6.71E+00	2.26E+01	1.74E+01
Sample1515	2.73E+01	6.06E+00	1.60E+01	9.53E+00	2.78E+01	9.82E+00	1.01E+01	9.98E+00	1.55E+01
Sample1516	2.09E+01	5.63E+00	1.82E+01	9.22E+00	2.18E+01	7.87E+00	7.97E+00	1.15E+01	1.75E+01
Sample1517	2.88E+01	9.01E+00	3.36E+01	9.09E+00	2.43E+01	1.57E+01	1.06E+01	1.99E+01	1.68E+01
Sample1518	1.69E+01	7.29E+00	1.40E+01	8.66E+00	3.09E+01	5.29E+00	8.66E+00	1.80E+01	2.05E+01
Sample1519	1.33E+01	1.11E+01	2.93E+01	9.54E+00	1.92E+01	3.50E+00	6.46E+00	1.99E+01	2.65E+01
Sample1520	3.31E+01	2.42E+01	3.08E+01	7.42E+00	2.25E+01	9.67E+00	1.15E+01	1.75E+01	9.63E+00
Sample1521	2.38E+01	5.56E+00	1.83E+01	5.92E+00	1.26E+01	8.98E+00	8.17E+00	2.13E+01	1.06E+01
Sample1522	2.57E+01	2.51E+01	3.22E+01	1.75E+01	2.23E+01	8.72E+00	7.49E+00	2.67E+01	1.72E+01
Sample1523	2.86E+01	6.11E+00	1.34E+01	8.13E+00	2.32E+01	9.62E+00	1.42E+01	9.28E+00	1.80E+01
Sample1524	1.56E+01	1.77E+01	2.90E+01	2.23E+01	2.61E+01	2.88E+01	9.98E+00	2.15E+01	2.01E+01
Sample1525	1.57E+01	5.88E+00	1.60E+01	8.47E+00	2.21E+01	1.10E+01	4.11E+00	9.45E+00	1.27E+01
Sample1526	2.11E+01	8.86E+00	9.30E+00	5.59E+00	2.72E+01	8.58E+00	9.14E+00	1.91E+01	1.93E+01
Sample1527	2.57E+01	1.21E+01	1.43E+01	6.14E+00	1.94E+01	1.10E+01	5.32E+00	2.17E+01	1.95E+01
Sample1528	2.07E+01	6.73E+00	2.06E+01	1.99E+01	2.45E+01	2.32E+01	1.19E+01	2.25E+01	1.24E+01
Sample1529	1.85E+01	7.34E+00	1.31E+01	1.21E+01	2.31E+01	9.00E+00	7.76E+00	1.53E+01	1.86E+01
Sample1530	1.52E+01	1.40E+01	1.82E+01	9.07E+00	1.55E+01	2.16E+01	6.11E+00	1.95E+01	1.61E+01
Sample1531	3.17E+01	4.84E+00	2.11E+01	1.14E+01	2.53E+01	8.69E+00	1.05E+01	8.99E+00	1.13E+01
Sample1532	3.25E+01	5.03E+00	1.63E+01	7.70E+00	4.02E+01	1.01E+01	6.71E+00	9.68E+00	2.39E+01
Sample1533	2.14E+01	2.99E+01	1.36E+01	2.26E+01	2.57E+01	1.98E+01	1.37E+01	8.30E+00	1.80E+01
Sample1534	1.15E+01	9.81E+00	1.84E+01	1.18E+01	1.60E+01	2.00E+01	1.56E+01	2.22E+01	3.05E+01
Sample1535	3.22E+01	1.09E+01	2.12E+01	1.13E+01	3.44E+01	1.06E+01	3.92E+00	1.96E+01	1.67E+01
Sample1536	2.17E+01	4.39E+00	1.04E+01	8.49E+00	2.67E+01	7.73E+00	1.04E+01	1.35E+01	1.46E+01
Sample1537	2.74E+01	5.26E+00	1.53E+01	1.30E+01	2.29E+01	8.09E+00	1.12E+01	1.46E+01	1.16E+01
Sample1538	2.57E+01	7.58E+00	6.72E+00	1.42E+01	2.15E+01	1.16E+01	7.36E+00	2.09E+01	1.53E+01
Sample1539	2.76E+01	7.59E+00	1.80E+01	9.33E+00	1.39E+01	8.54E+00	6.69E+00	1.85E+01	2.32E+01
Sample1540	1.39E+01	4.15E+00	1.71E+01	9.60E+00	1.87E+01	6.69E+00	6.08E+00	2.02E+01	1.26E+01
Sample1541	2.68E+01	9.58E+00	1.54E+01	7.75E+00	1.99E+01	1.19E+01	5.41E+00	1.20E+01	1.25E+01
Sample1542	3.06E+01	2.85E+01	3.16E+01	2.46E+01	1.88E+01	1.09E+01	1.22E+01	1.71E+01	4.96E+00
Sample1543	2.38E+01	8.97E+00	2.64E+01	1.34E+01	2.07E+01	2.20E+01	8.90E+00	1.66E+01	1.68E+01
Sample1544	3.33E+01	5.91E+00	2.47E+01	1.10E+01	3.01E+01	8.57E+00	9.98E+00	1.42E+01	1.99E+01
Sample1545	1.97E+01	9.44E+00	2.03E+01	5.86E+00	2.87E+01	1.17E+01	9.19E+00	1.11E+01	2.43E+01
Sample1546	1.81E+01	5.64E+00	1.97E+01	1.41E+01	2.64E+01	7.95E+00	7.20E+00	1.85E+01	2.89E+01
Sample1547	2.86E+01	4.02E+00	1.59E+01	1.05E+01	3.71E+01	9.12E+00	7.41E+00	1.25E+01	2.33E+01
Sample1548	2.93E+01	1.86E+01	3.04E+01	1.58E+01	1.03E+01	1.21E+01	9.33E+00	1.07E+01	1.28E+01
Sample1549	2.67E+01	5.83E+00	9.72E+00	3.82E+00	1.52E+01	1.08E+01	9.73E+00	1.76E+01	1.08E+01
Sample1550	1.98E+01	6.88E+00	9.75E+00	6.11E+00	3.25E+01	1.18E+01	4.88E+00	1.60E+01	1.73E+01
Sample1551	2.75E+01	2.45E+01	2.72E+01	1.33E+01	2.70E+01	1.04E+01	1.44E+01	1.99E+01	8.81E+00
Sample1552	1.92E+01	3.23E+01	2.31E+01	2.88E+01	2.07E+01	2.23E+01	1.70E+01	7.62E+00	2.54E+01
Sample1553	2.01E+01	1.18E+01	2.27E+01	1.52E+01	2.07E+01	2.27E+01	1.03E+01	1.85E+01	1.38E+01
Sample1554	1.64E+01	1.71E+01	1.81E+01	6.69E+00	2.02E+01	2.01E+01	1.09E+01	1.65E+01	1.57E+01
Sample1555	1.91E+01	8.07E+00	1.94E+01	1.81E+01	4.43E+01	2.98E+01	9.88E+00	2.16E+01	1.98E+01
Sample1556	1.16E+01	1.24E+01	2.21E+01	1.27E+01	2.20E+01	7.51E+00	1.26E+01	1.54E+01	2.41E+01
Sample1557	2.60E+01	6.11E+00	1.37E+01	6.59E+00	1.75E+01	9.37E+00	7.88E+00	1.06E+01	2.79E+01
Sample1558	2.62E+01	1.16E+01	1.96E+01	7.43E+00	3.04E+01	1.12E+01	1.22E+01	7.08E+00	1.20E+01
Sample1559	2.11E+01	1.31E+01	2.11E+01	1.58E+01	2.13E+01	2.28E+01	1.06E+01	1.77E+01	1.33E+01
Sample1560	3.53E+01	1.17E+01	1.11E+01	1.04E+01	2.36E+01	7.55E+00	1.15E+01	1.65E+01	1.76E+01
Sample1561	2.69E+01	1.04E+01	1.23E+01	8.15E+00	3.17E+01	9.28E+00	5.76E+00	1.42E+01	1.71E+01
Sample1562	3.06E+01	8.55E+00	1.76E+01	1.04E+01	3.18E+01	1.10E+01	1.49E+01	1.39E+01	1.59E+01
Sample1563	1.98E+01	1.55E+01	2.46E+01	1.22E+01	2.88E+01	2.56E+01	3.34E+00	2.36E+01	2.20E+01
Sample1564	2.15E+01	2.33E+01	1.13E+01	2.78E+01	2.86E+01	2.07E+01	2.25E+01	3.30E+00	1.95E+01
Sample1565	2.28E+01	8.27E+00	1.71E+01	5.21E+00	1.92E+01	2.28E+01	4.94E+00	3.00E+01	8.50E+00
Sample1566	1.63E+01	1.12E+01	1.69E+01	9.35E+00	1.35E+01	2.48E+01	7.40E+00	2.02E+01	2.88E+01
Sample1567	9.88E+00	5.67E+00	2.28E+01	1.89E+01	1.89E+01	1.42E+01	6.66E+00	1.43E+01	2.31E+01
Sample1568	2.88E+01	8.18E+00	1.52E+01	7.68E+00	2.08E+01	1.18E+01	6.91E+00	1.16E+01	2.62E+01
Sample1569	1.85E+01	1.34E+01	2.15E+01	1.35E+01	3.38E+01	2.35E+01	8.54E+00	1.48E+01	1.64E+01
Sample1570	3.57E+01	2.79E+01	3.61E+01	2.17E+01	2.71E+01	2.52E+01	7.95E+00	2.70E+01	1.70E+01
Sample1571	2.52E+01	4.75E+00	1.85E+01	1.14E+01	1.51E+01	1.30E+01	9.05E+00	1.80E+01	1.13E+01
Sample1572	2.15E+01	2.32E+01	1.54E+01	8.65E+00	8.99E+00	1.43E+01	1.03E+01	2.51E+01	1.86E+01
Sample1573	2.27E+01	9.38E+00	1.62E+01	9.70E+00	1.89E+01	1.63E+01	8.08E+00	1.92E+01	1.49E+01
Sample1574	2.20E+01	1.19E+01	1.58E+01	1.24E+01	2.49E+01	1.35E+01	9.52E+00	1.20E+01	1.70E+01
Sample1575	2.44E+01	1.18E+01	4.05E+01	1.32E+01	2.00E+01	4.72E+00	7.93E+00	2.39E+01	2.45E+01
Sample1576	2.17E+01	6.93E+00	3.23E+01	1.71E+01	2.18E+01	1.29E+01	5.65E+00	1.70E+01	1.02E+01
Sample1577	2.01E+01	7.36E+00	1.86E+01	9.32E+00	2.75E+01	2.60E+01	9.82E+00	2.65E+01	1.88E+01
Sample1578	2.82E+01	1.76E+01	1.29E+01	1.31E+01	1.23E+01	2.52E+01	7.73E+00	3.24E+01	1.57E+01
Sample1579	2.33E+01	1.06E+01	2.83E+01	1.32E+01	2.30E+01	1.19E+01	7.40E+00	3.83E+00	1.78E+01
Sample1580	2.92E+01	1.09E+01	1.78E+01	1.01E+01	3.62E+01	1.01E+01	1.22E+01	1.49E+01	2.11E+01
Sample1581	2.58E+01	1.23E+01	2.48E+01	1.26E+01	2.70E+01	8.59E+00	5.15E+00	8.89E+00	1.39E+01
Sample1582	3.26E+01	8.97E+00	1.34E+01	1.22E+01	3.76E+01	7.98E+00	7.27E+00	1.57E+01	2.12E+01
Sample1583	3.70E+01	1.06E+01	1.38E+01	9.42E+00	2.36E+01	7.47E+00	6.11E+00	2.24E+01	1.55E+01
Sample1584	2.24E+01	9.53E+00	1.95E+01	1.33E+01	3.15E+01	1.97E+01	9.61E+00	2.29E+01	2.00E+01
Sample1585	2.36E+01	8.19E+00	1.68E+01	7.17E+00	1.55E+01	9.14E+00	9.96E+00	2.12E+01	9.08E+00
Sample1586	3.05E+01	2.02E+01	2.21E+01	1.77E+01	1.30E+01	2.40E+01	8.65E+00	2.44E+01	1.11E+01
Sample1587	2.03E+01	6.81E+00	1.18E+01	6.27E+00	2.43E+01	9.53E+00	4.26E+00	1.16E+01	1.72E+01
Sample1588	1.93E+01	1.16E+01	2.23E+01	2.25E+01	2.81E+01	2.49E+01	1.45E+01	2.40E+01	2.36E+00
Sample1589	2.41E+01	1.68E+01	4.50E+01	1.34E+01	2.43E+01	1.38E+01	1.18E+01	2.99E+01	2.94E+01
Sample1590	2.51E+01	7.73E+00	2.21E+01	1.36E+01	1.78E+01	1.65E+01	6.18E+00	2.43E+01	1.30E+01
Sample1591	1.78E+01	8.45E+00	1.39E+01	1.07E+01	2.38E+01	1.07E+01	8.81E+00	1.65E+01	1.66E+01
Sample1592	1.43E+01	1.24E+01	2.26E+01	1.27E+01	1.35E+01	2.06E+01	1.41E+01	1.95E+01	1.65E+01
Sample1593	1.81E+01	1.30E+01	2.67E+01	1.40E+01	2.43E+01	1.12E+01	9.85E+00	3.05E+01	2.30E+01
Sample1594	1.97E+01	6.21E+00	1.14E+01	6.58E+00	1.80E+01	7.88E+00	9.38E+00	1.09E+01	1.87E+01
Sample1595	1.32E+01	8.86E+00	1.60E+01	1.43E+01	1.87E+01	8.61E+00	1.16E+01	1.51E+01	1.89E+01
Sample1596	2.26E+01	7.90E+00	1.91E+01	1.08E+01	2.15E+01	1.00E+01	6.00E+00	1.46E+01	1.83E+01
Sample1597	1.86E+01	1.59E+01	1.69E+01	7.57E+00	2.06E+01	2.26E+01	8.50E+00	3.88E+01	1.16E+01
Sample1598	2.56E+01	5.90E+00	1.47E+01	1.12E+01	2.43E+01	6.13E+00	5.37E+00	1.54E+01	1.45E+01
Sample1599	2.76E+01	8.37E+00	1.98E+01	1.88E+01	1.87E+01	1.80E+01	9.31E+00	1.30E+01	1.57E+01
Sample1600	9.48E+00	5.02E+00	2.47E+01	1.97E+01	2.53E+01	8.99E+00	9.07E+00	1.41E+01	8.50E+00
Sample1601	2.47E+01	4.74E+00	1.05E+01	9.98E+00	3.07E+01	8.13E+00	5.89E+00	1.55E+01	1.65E+01
Sample1602	3.08E+01	7.41E+00	1.05E+01	9.07E+00	2.99E+01	7.55E+00	1.11E+01	1.61E+01	1.37E+01
Sample1603	1.99E+01	9.47E+00	1.48E+01	1.21E+01	1.74E+01	9.07E+00	7.73E+00	3.34E+01	2.27E+01
Sample1604	2.54E+01	8.83E+00	2.47E+01	1.39E+01	2.04E+01	2.35E+01	7.23E+00	2.02E+01	3.05E+01
Sample1605	2.68E+01	1.64E+01	3.03E+01	1.50E+01	2.57E+01	1.56E+01	2.96E+00	2.82E+01	2.34E+01
Sample1606	2.71E+01	5.35E+00	1.58E+01	1.45E+01	2.46E+01	2.05E+01	1.70E+01	2.66E+01	1.99E+01
Sample1607	3.22E+01	8.90E+00	1.45E+01	7.57E+00	2.19E+01	1.25E+01	5.95E+00	1.44E+01	1.70E+01
Sample1608	2.08E+01	9.92E+00	9.95E+00	9.20E+00	2.74E+01	1.19E+01	4.52E+00	1.88E+01	2.21E+01
Sample1609	2.13E+01	8.25E+00	6.99E+00	8.21E+00	1.88E+01	9.66E+00	8.25E+00	1.58E+01	1.29E+01
Sample1610	3.68E+01	4.48E+00	1.41E+01	1.11E+01	4.45E+01	1.35E+01	5.66E+00	1.77E+01	2.14E+01
Sample1611	2.61E+01	1.34E+01	2.70E+01	1.39E+01	3.49E+01	1.33E+01	6.06E+00	2.60E+01	2.74E+01
Sample1612	2.26E+01	5.74E+00	1.14E+01	8.19E+00	3.74E+01	9.43E+00	6.92E+00	8.34E+00	1.73E+01
Sample1613	1.90E+01	1.12E+01	1.41E+01	7.52E+00	2.99E+01	8.33E+00	7.07E+00	1.45E+01	2.25E+01
Sample1614	1.70E+01	8.91E+00	2.10E+01	9.36E+00	1.93E+01	2.76E+00	9.34E+00	1.76E+01	2.06E+01
Sample1615	3.46E+01	6.78E+00	2.02E+01	1.24E+01	2.44E+01	1.98E+01	1.11E+01	2.10E+01	1.15E+01
Sample1616	2.39E+01	4.67E+00	2.15E+01	7.66E+00	2.33E+01	1.18E+01	3.58E+00	1.26E+01	1.34E+01
Sample1617	2.63E+01	1.24E+01	1.51E+01	1.18E+01	1.47E+01	2.38E+01	7.70E+00	2.13E+01	1.41E+01
Sample1618	1.96E+01	1.19E+01	4.15E+01	1.05E+01	2.08E+01	5.91E+00	9.43E+00	2.28E+01	3.13E+01
Sample1619	2.22E+01	2.08E+01	3.18E+01	1.78E+01	2.55E+01	2.23E+01	4.05E+00	3.02E+01	7.20E+00
Sample1620	2.23E+01	2.57E+01	1.51E+01	2.54E+01	2.42E+01	1.93E+01	1.61E+01	1.08E+01	1.14E+01
Sample1621	2.05E+01	8.95E+00	1.38E+01	1.29E+01	2.25E+01	1.26E+01	2.48E+00	1.17E+01	1.59E+01
Sample1622	2.42E+01	1.82E+01	2.18E+01	1.55E+01	2.32E+01	6.32E+00	1.31E+01	2.68E+01	1.39E+01
Sample1623	1.46E+01	1.39E+01	2.59E+01	1.29E+01	1.17E+01	9.87E+00	8.74E+00	2.30E+01	1.42E+01
Sample1624	2.92E+01	1.75E+01	2.03E+01	1.09E+01	2.14E+01	2.90E+01	9.30E+00	2.56E+01	1.57E+01
Sample1625	2.79E+01	9.50E+00	1.88E+01	1.02E+01	1.94E+01	7.37E+00	8.04E+00	1.44E+01	2.26E+01
